State/UnionTerritory,Date,Confirmed,Deaths,Cured,Daily_New_Cases,TotalSamples,Positive,First Dose Administered,Second Dose Administered,CFR,Positive_Test_Rate,Vaccination_Rate,Risk_Level
Andaman and Nicobar Islands,2020-03-26,1,0,0,,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-03-27,1,0,0,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-03-28,6,0,0,5.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-03-29,9,0,0,3.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-03-30,9,0,0,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-03-31,10,0,0,1.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-04-01,10,0,0,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-04-02,10,0,0,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-04-03,10,0,0,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-04-04,10,0,0,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-04-05,10,0,0,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-04-06,10,0,0,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-04-07,10,0,0,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-04-08,10,0,0,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-04-09,11,0,0,1.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-04-10,11,0,0,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-04-11,11,0,0,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-04-12,11,0,10,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-04-13,11,0,10,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-04-14,11,0,10,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-04-15,11,0,10,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-04-16,11,0,10,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-04-17,11,0,10,0.0,1403.0,12.0,,,0.0,0.8553100498930863,,Low Risk
Andaman and Nicobar Islands,2020-04-18,12,0,11,1.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-04-19,14,0,11,2.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-04-20,15,0,11,1.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-04-21,16,0,11,1.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-04-22,17,0,11,1.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-04-23,18,0,11,1.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-04-24,22,0,11,4.0,2679.0,27.0,,,0.0,1.007838745800672,,Low Risk
Andaman and Nicobar Islands,2020-04-25,27,0,11,5.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-04-26,33,0,11,6.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-04-27,33,0,11,0.0,2848.0,33.0,,,0.0,1.1587078651685394,,Low Risk
Andaman and Nicobar Islands,2020-04-28,33,0,11,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-04-29,33,0,15,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-04-30,33,0,15,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-05-01,33,0,16,0.0,3754.0,33.0,,,0.0,0.8790623335109218,,Low Risk
Andaman and Nicobar Islands,2020-05-02,33,0,16,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-05-03,33,0,17,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-05-04,33,0,32,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-05-05,33,0,32,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-05-06,33,0,32,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-05-07,33,0,32,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-05-08,33,0,33,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-05-09,33,0,33,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-05-10,33,0,33,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-05-11,33,0,33,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-05-12,33,0,33,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-05-13,33,0,33,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-05-14,33,0,33,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-05-15,33,0,33,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-05-16,33,0,33,0.0,6677.0,33.0,,,0.0,0.4942339373970346,,Low Risk
Andaman and Nicobar Islands,2020-05-17,33,0,33,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-05-18,33,0,33,0.0,,,,,0.0,,,Low Risk
Andaman and Nicobar Islands,2020-05-19,33,0,33,0.0,6965.0,33.0,,,0.0,0.47379755922469485,,Low Risk
Andaman and Nicobar Islands,2020-05-20,33,0,33,0.0,7082.0,33.0,,,0.0,0.465970064953403,,Low Risk
Andaman and Nicobar Islands,2020-05-21,33,0,33,0.0,7167.0,33.0,,,0.0,0.46044370029300963,,Low Risk
Andaman and Nicobar Islands,2020-05-22,33,0,33,0.0,7263.0,33.0,,,0.0,0.45435770342833537,,Low Risk
Andaman and Nicobar Islands,2020-05-23,33,0,33,0.0,7327.0,33.0,,,0.0,0.4503889722942541,,Low Risk
Andaman and Nicobar Islands,2020-05-24,33,0,33,0.0,7327.0,33.0,,,0.0,0.4503889722942541,,Low Risk
Andaman and Nicobar Islands,2020-05-25,33,0,33,0.0,7363.0,33.0,,,0.0,0.4481868803476844,,Low Risk
Andaman and Nicobar Islands,2020-05-26,33,0,33,0.0,7448.0,33.0,,,0.0,0.4430719656283566,,Low Risk
Andaman and Nicobar Islands,2020-05-27,33,0,33,0.0,7499.0,33.0,,,0.0,0.44005867448993197,,Low Risk
Andaman and Nicobar Islands,2020-05-28,33,0,33,0.0,7519.0,33.0,,,0.0,0.43888815001994946,,Low Risk
Andaman and Nicobar Islands,2020-05-29,33,0,33,0.0,7567.0,33.0,,,0.0,0.4361041363816572,,Low Risk
Andaman and Nicobar Islands,2020-05-30,33,0,33,0.0,7567.0,33.0,,,0.0,0.4361041363816572,,Low Risk
Andaman and Nicobar Islands,2020-05-31,33,0,33,0.0,7706.0,33.0,,,0.0,0.42823773682844535,,Low Risk
Andaman and Nicobar Islands,2020-06-01,33,0,33,0.0,7805.0,33.0,,,0.0,0.4228058936579116,,Low Risk
Andaman and Nicobar Islands,2020-06-02,33,0,33,0.0,8086.0,33.0,,,0.0,0.4081127875340094,,Low Risk
Andaman and Nicobar Islands,2020-06-03,33,0,33,0.0,8295.0,33.0,,,0.0,0.3978300180831827,,Low Risk
Andaman and Nicobar Islands,2020-06-04,33,0,33,0.0,8413.0,33.0,,,0.0,0.3922500891477475,,Low Risk
Andaman and Nicobar Islands,2020-06-05,33,0,33,0.0,8694.0,33.0,,,0.0,0.3795721187025535,,Low Risk
Andaman and Nicobar Islands,2020-06-06,33,0,33,0.0,9037.0,33.0,,,0.0,0.3651654310058648,,Low Risk
Andaman and Nicobar Islands,2020-06-07,33,0,33,0.0,9242.0,33.0,,,0.0,0.3570655702228955,,Low Risk
Andaman and Nicobar Islands,2020-06-08,33,0,33,0.0,9341.0,33.0,,,0.0,0.35328123327266886,,Low Risk
Andaman and Nicobar Islands,2020-06-09,33,0,33,0.0,9859.0,33.0,,,0.0,0.3347195455928593,,Low Risk
Andaman and Nicobar Islands,2020-06-10,33,0,33,0.0,10010.0,35.0,,,0.0,0.34965034965034963,,Low Risk
Andaman and Nicobar Islands,2020-06-11,34,0,33,1.0,10226.0,38.0,,,0.0,0.37160179933502835,,Low Risk
Andaman and Nicobar Islands,2020-06-12,38,0,33,4.0,10697.0,38.0,,,0.0,0.3552397868561279,,Low Risk
Andaman and Nicobar Islands,2020-06-13,38,0,33,0.0,10955.0,38.0,,,0.0,0.3468735737106344,,Low Risk
Andaman and Nicobar Islands,2020-06-14,38,0,33,0.0,11356.0,38.0,,,0.0,0.33462486791123636,,Low Risk
Andaman and Nicobar Islands,2020-06-15,38,0,33,0.0,11518.0,41.0,,,0.0,0.3559645771835388,,Low Risk
Andaman and Nicobar Islands,2020-06-16,41,0,33,3.0,11809.0,44.0,,,0.0,0.37259717164874245,,Low Risk
Andaman and Nicobar Islands,2020-06-17,44,0,33,3.0,12239.0,44.0,,,0.0,0.35950649562872783,,Low Risk
Andaman and Nicobar Islands,2020-06-18,44,0,33,0.0,12622.0,45.0,,,0.0,0.3565203612739661,,Low Risk
Andaman and Nicobar Islands,2020-06-19,44,0,33,0.0,12930.0,47.0,,,0.0,0.36349574632637277,,Low Risk
Andaman and Nicobar Islands,2020-06-20,45,0,35,1.0,13320.0,47.0,,,0.0,0.35285285285285284,,Low Risk
Andaman and Nicobar Islands,2020-06-21,47,0,36,2.0,13434.0,48.0,,,0.0,0.3573023671281822,,Low Risk
Andaman and Nicobar Islands,2020-06-22,48,0,37,1.0,13511.0,48.0,,,0.0,0.35526607949078526,,Low Risk
Andaman and Nicobar Islands,2020-06-23,48,0,37,0.0,13723.0,50.0,,,0.0,0.3643518181155724,,Low Risk
Andaman and Nicobar Islands,2020-06-24,50,0,40,2.0,13994.0,56.0,,,0.0,0.4001715020723167,,Low Risk
Andaman and Nicobar Islands,2020-06-25,56,0,43,6.0,14277.0,59.0,,,0.0,0.41325208377110034,,Low Risk
Andaman and Nicobar Islands,2020-06-26,59,0,43,3.0,14583.0,72.0,,,0.0,0.4937255708701913,,Low Risk
Andaman and Nicobar Islands,2020-06-27,72,0,43,13.0,14851.0,73.0,,,0.0,0.49154939061342673,,Low Risk
Andaman and Nicobar Islands,2020-06-28,72,0,43,0.0,15094.0,83.0,,,0.0,0.5498873724658805,,Low Risk
Andaman and Nicobar Islands,2020-06-29,76,0,45,4.0,15410.0,90.0,,,0.0,0.5840363400389358,,Low Risk
Andaman and Nicobar Islands,2020-06-30,90,0,46,14.0,15709.0,97.0,,,0.0,0.6174804252339423,,Low Risk
Andaman and Nicobar Islands,2020-07-01,97,0,50,7.0,15982.0,100.0,,,0.0,0.6257039169065198,,Low Risk
Andaman and Nicobar Islands,2020-07-02,100,0,50,3.0,16278.0,109.0,,,0.0,0.6696154318712373,,Low Risk
Andaman and Nicobar Islands,2020-07-03,109,0,51,9.0,16626.0,116.0,,,0.0,0.697702393840972,,Low Risk
Andaman and Nicobar Islands,2020-07-04,116,0,54,7.0,16832.0,119.0,,,0.0,0.7069866920152091,,Low Risk
Andaman and Nicobar Islands,2020-07-05,119,0,66,3.0,16909.0,125.0,,,0.0,0.7392512862972381,,Low Risk
Andaman and Nicobar Islands,2020-07-06,125,0,72,6.0,17095.0,141.0,,,0.0,0.8248025738520036,,Low Risk
Andaman and Nicobar Islands,2020-07-07,141,0,74,16.0,17381.0,147.0,,,0.0,0.8457511075312122,,Low Risk
Andaman and Nicobar Islands,2020-07-08,147,0,75,6.0,17643.0,149.0,,,0.0,0.8445275746755087,,Low Risk
Andaman and Nicobar Islands,2020-07-09,149,0,77,2.0,17852.0,151.0,,,0.0,0.8458436029576518,,Low Risk
Andaman and Nicobar Islands,2020-07-10,151,0,83,2.0,18046.0,156.0,,,0.0,0.8644574975063726,,Low Risk
Andaman and Nicobar Islands,2020-07-11,156,0,92,5.0,18315.0,163.0,,,0.0,0.88998088998089,,Low Risk
Andaman and Nicobar Islands,2020-07-12,163,0,93,7.0,18447.0,163.0,,,0.0,0.8836125115194884,,Low Risk
Andaman and Nicobar Islands,2020-07-13,163,0,93,0.0,18609.0,166.0,,,0.0,0.8920414853028105,,Low Risk
Andaman and Nicobar Islands,2020-07-14,166,0,109,3.0,18884.0,171.0,,,0.0,0.9055284897267528,,Low Risk
Andaman and Nicobar Islands,2020-07-15,166,0,109,0.0,19061.0,176.0,,,0.0,0.9233513456796602,,Low Risk
Andaman and Nicobar Islands,2020-07-16,176,0,130,10.0,19227.0,180.0,,,0.0,0.9361834919644251,,Low Risk
Andaman and Nicobar Islands,2020-07-17,180,0,133,4.0,19421.0,194.0,,,0.0,0.9989186962566294,,Low Risk
Andaman and Nicobar Islands,2020-07-18,194,0,142,14.0,19671.0,198.0,,,0.0,1.006557877077932,,Low Risk
Andaman and Nicobar Islands,2020-07-19,198,0,145,4.0,19904.0,203.0,,,0.0,1.019895498392283,,Low Risk
Andaman and Nicobar Islands,2020-07-20,203,0,145,5.0,20301.0,207.0,,,0.0,1.0196542042263927,,Low Risk
Andaman and Nicobar Islands,2020-07-21,207,0,152,4.0,20642.0,212.0,,,0.0,1.0270322643154732,,Low Risk
Andaman and Nicobar Islands,2020-07-22,212,0,159,5.0,21043.0,221.0,,,0.0,1.0502304804448035,,Low Risk
Andaman and Nicobar Islands,2020-07-23,221,0,163,9.0,21310.0,240.0,,,0.0,1.1262318160488034,,Low Risk
Andaman and Nicobar Islands,2020-07-24,240,0,170,19.0,21743.0,259.0,,,0.0,1.1911879685415996,,Low Risk
Andaman and Nicobar Islands,2020-07-25,259,0,174,19.0,21965.0,290.0,,,0.0,1.3202822672433419,,Low Risk
Andaman and Nicobar Islands,2020-07-26,290,0,176,31.0,22049.0,324.0,,,0.0,1.4694543970248084,,Low Risk
Andaman and Nicobar Islands,2020-07-27,324,0,182,34.0,22548.0,338.0,,,0.0,1.4990243037076458,,Low Risk
Andaman and Nicobar Islands,2020-07-28,338,1,192,14.0,22925.0,363.0,,,0.2958579881656805,1.5834242093784079,,Low Risk
Andaman and Nicobar Islands,2020-07-29,363,1,196,25.0,23217.0,428.0,,,0.27548209366391185,1.8434767627169748,,Low Risk
Andaman and Nicobar Islands,2020-07-30,428,2,201,65.0,23615.0,471.0,,,0.46728971962616817,1.9944950243489308,,Low Risk
Andaman and Nicobar Islands,2020-07-31,471,4,201,43.0,24038.0,548.0,,,0.8492569002123143,2.2797237706963975,,Low Risk
Andaman and Nicobar Islands,2020-08-01,548,5,214,77.0,24308.0,636.0,,,0.9124087591240875,2.6164225769294056,,Low Risk
Andaman and Nicobar Islands,2020-08-02,636,7,226,88.0,24580.0,734.0,,,1.10062893081761,2.986167615947925,,Low Risk
Andaman and Nicobar Islands,2020-08-03,734,8,242,98.0,25034.0,830.0,,,1.08991825613079,3.3154909323320285,,Low Risk
Andaman and Nicobar Islands,2020-08-04,830,10,263,96.0,25492.0,928.0,,,1.2048192771084338,3.6403577592970344,,Low Risk
Andaman and Nicobar Islands,2020-08-05,928,12,277,98.0,25826.0,1027.0,,,1.293103448275862,3.97661271586773,,Low Risk
Andaman and Nicobar Islands,2020-08-06,1027,14,326,99.0,26516.0,1123.0,,,1.3631937682570594,4.235178759993966,,Low Risk
Andaman and Nicobar Islands,2020-08-07,1123,16,355,96.0,26915.0,1222.0,,,1.4247551202137132,4.540219208619729,,Low Risk
Andaman and Nicobar Islands,2020-08-08,1222,19,425,99.0,27073.0,1351.0,,,1.5548281505728314,4.990211649983378,,Low Risk
Andaman and Nicobar Islands,2020-08-09,1351,20,500,129.0,27103.0,1490.0,,,1.4803849000740192,5.497546397077814,,Low Risk
Andaman and Nicobar Islands,2020-08-10,1490,20,648,139.0,27346.0,1625.0,,,1.342281879194631,5.942368170847656,,Low Risk
Andaman and Nicobar Islands,2020-08-11,1625,20,709,135.0,27455.0,1764.0,,,1.2307692307692308,6.425059187761792,,Low Risk
Andaman and Nicobar Islands,2020-08-12,1764,21,749,139.0,27744.0,1900.0,,,1.1904761904761905,6.848327566320646,,Low Risk
Andaman and Nicobar Islands,2020-08-13,1900,21,829,136.0,27973.0,2037.0,,,1.1052631578947367,7.2820219497372465,,Low Risk
Andaman and Nicobar Islands,2020-08-14,2037,22,924,137.0,28129.0,2186.0,,,1.0800196367206676,7.771339187315582,,Low Risk
Andaman and Nicobar Islands,2020-08-15,2186,24,1032,149.0,28209.0,2306.0,,,1.0978956999085088,8.174696019001027,,Low Risk
Andaman and Nicobar Islands,2020-08-16,2306,24,1128,120.0,28229.0,2399.0,,,1.0407632263660018,8.49835275780226,,Low Risk
Andaman and Nicobar Islands,2020-08-17,2399,28,1226,93.0,28672.0,2445.0,,,1.1671529804085035,8.527483258928571,,Low Risk
Andaman and Nicobar Islands,2020-08-18,2445,29,1325,46.0,28937.0,2529.0,,,1.1860940695296525,8.739675847530842,,Low Risk
Andaman and Nicobar Islands,2020-08-19,2529,30,1421,84.0,29303.0,2604.0,,,1.1862396204033214,8.886462136982562,,Low Risk
Andaman and Nicobar Islands,2020-08-20,2604,30,1529,75.0,29487.0,2680.0,,,1.1520737327188941,9.088750975005935,,Low Risk
Andaman and Nicobar Islands,2020-08-21,2680,31,1638,76.0,29573.0,2747.0,,,1.1567164179104477,9.288878368782335,,Low Risk
Andaman and Nicobar Islands,2020-08-22,2747,32,1744,67.0,29888.0,2808.0,,,1.1649071714597743,9.39507494646681,,Low Risk
Andaman and Nicobar Islands,2020-08-23,2808,32,1853,61.0,30278.0,2860.0,,,1.1396011396011396,9.445802232644164,,Low Risk
Andaman and Nicobar Islands,2020-08-24,2860,33,1963,52.0,30513.0,2904.0,,,1.153846153846154,9.517254940517157,,Low Risk
Andaman and Nicobar Islands,2020-08-25,2904,35,2092,44.0,31082.0,2945.0,,,1.2052341597796143,9.474937262724406,,Low Risk
Andaman and Nicobar Islands,2020-08-26,2945,37,2231,41.0,31646.0,2985.0,,,1.2563667232597622,9.43247171838463,,Low Risk
Andaman and Nicobar Islands,2020-08-27,2985,41,2309,40.0,31830.0,3018.0,,,1.373534338358459,9.48162111215834,,Low Risk
Andaman and Nicobar Islands,2020-08-28,3018,42,2374,33.0,32100.0,3050.0,,,1.3916500994035785,9.501557632398754,,Low Risk
Andaman and Nicobar Islands,2020-08-29,3050,42,2444,32.0,32407.0,3081.0,,,1.377049180327869,9.50720523343722,,Low Risk
Andaman and Nicobar Islands,2020-08-30,3081,44,2519,31.0,32674.0,3104.0,,,1.4281077572216814,9.49990818387709,,Low Risk
Andaman and Nicobar Islands,2020-08-31,3104,45,2586,23.0,33485.0,3132.0,,,1.449742268041237,9.353441839629685,,Low Risk
Andaman and Nicobar Islands,2020-09-01,3132,46,2647,28.0,35104.0,3160.0,,,1.4687100893997445,9.001823154056519,,Low Risk
Andaman and Nicobar Islands,2020-09-02,3160,46,2714,28.0,36136.0,,,,1.4556962025316456,,,Low Risk
Andaman and Nicobar Islands,2020-09-03,3186,47,2758,26.0,37075.0,3223.0,,,1.4752040175768988,8.693189480782198,,Low Risk
Andaman and Nicobar Islands,2020-09-04,3223,48,2823,37.0,37825.0,3257.0,,,1.4892956872479057,8.610707204230007,,Low Risk
Andaman and Nicobar Islands,2020-09-05,3257,49,2863,34.0,38574.0,3292.0,,,1.5044519496469142,8.534245865090476,,Low Risk
Andaman and Nicobar Islands,2020-09-06,3292,50,2904,35.0,39205.0,3332.0,,,1.5188335358444713,8.498915954597628,,Low Risk
Andaman and Nicobar Islands,2020-09-07,3332,50,2951,40.0,39995.0,3359.0,,,1.5006002400960383,8.398549818727341,,Low Risk
Andaman and Nicobar Islands,2020-09-08,3359,50,2997,27.0,41039.0,3392.0,,,1.4885382554331645,8.265308608884233,,Low Risk
Andaman and Nicobar Islands,2020-09-09,3392,50,3035,33.0,41776.0,3426.0,,,1.474056603773585,8.200880888548449,,Low Risk
Andaman and Nicobar Islands,2020-09-10,3426,51,3078,34.0,42792.0,3465.0,,,1.4886164623467601,8.097307908020191,,Low Risk
Andaman and Nicobar Islands,2020-09-11,3465,51,3121,39.0,43680.0,3494.0,,,1.471861471861472,7.999084249084248,,Low Risk
Andaman and Nicobar Islands,2020-09-12,3494,51,3157,29.0,44570.0,3521.0,,,1.4596451058958215,7.899932690150326,,Low Risk
Andaman and Nicobar Islands,2020-09-13,3521,51,3202,27.0,45279.0,3546.0,,,1.4484521442771938,7.831445040747366,,Low Risk
Andaman and Nicobar Islands,2020-09-14,3546,51,3243,25.0,45987.0,3557.0,,,1.4382402707275803,7.734794615869703,,Low Risk
Andaman and Nicobar Islands,2020-09-15,3557,52,3278,11.0,46823.0,3574.0,,,1.4619061006466123,7.633000875638041,,Low Risk
Andaman and Nicobar Islands,2020-09-16,3574,52,3318,17.0,47794.0,3593.0,,,1.4549524342473419,7.517680043520107,,Low Risk
Andaman and Nicobar Islands,2020-09-17,3593,52,3345,19.0,48861.0,3604.0,,,1.4472585583078206,7.376025869302715,,Low Risk
Andaman and Nicobar Islands,2020-09-18,3604,52,3378,11.0,50035.0,3631.0,,,1.4428412874583796,7.256920155890876,,Low Risk
Andaman and Nicobar Islands,2020-09-19,3631,52,3414,27.0,50681.0,3644.0,,,1.4321123657394659,7.19007122984945,,Low Risk
Andaman and Nicobar Islands,2020-09-20,3644,52,3436,13.0,51262.0,3651.0,,,1.4270032930845227,7.1222347938043775,,Low Risk
Andaman and Nicobar Islands,2020-09-21,3651,52,3452,7.0,52220.0,3673.0,,,1.4242673240208161,7.033703561853696,,Low Risk
Andaman and Nicobar Islands,2020-09-22,3673,52,3469,22.0,52845.0,3691.0,,,1.415736455213722,6.984577538083073,,Low Risk
Andaman and Nicobar Islands,2020-09-23,3691,52,3479,18.0,53591.0,3712.0,,,1.4088322947710648,6.926536172118452,,Low Risk
Andaman and Nicobar Islands,2020-09-24,3712,52,3494,21.0,52992.0,3744.0,,,1.4008620689655173,7.065217391304348,,Low Risk
Andaman and Nicobar Islands,2020-09-25,3744,52,3503,32.0,55169.0,3759.0,,,1.3888888888888888,6.813609092062571,,Low Risk
Andaman and Nicobar Islands,2020-09-26,3759,52,3528,15.0,56059.0,3774.0,,,1.3833466347432828,6.7321928682281165,,Low Risk
Andaman and Nicobar Islands,2020-09-27,3774,52,3551,15.0,56661.0,3794.0,,,1.377848436671966,6.69596371401846,,Low Risk
Andaman and Nicobar Islands,2020-09-28,3794,53,3553,20.0,57343.0,3803.0,,,1.39694254085398,6.632021345238302,,Low Risk
Andaman and Nicobar Islands,2020-09-29,3803,53,3582,9.0,58135.0,3821.0,,,1.3936366026820932,6.572632665347896,,Low Risk
Andaman and Nicobar Islands,2020-09-30,3821,53,3587,18.0,58763.0,3835.0,,,1.3870714472651138,6.52621547572452,,Low Risk
Andaman and Nicobar Islands,2020-10-01,3835,53,3608,14.0,59676.0,3848.0,,,1.3820078226857888,6.448153361485353,,Low Risk
Andaman and Nicobar Islands,2020-10-02,3848,53,3623,13.0,60437.0,3858.0,,,1.3773388773388775,6.383506792196833,,Low Risk
Andaman and Nicobar Islands,2020-10-03,3858,53,3631,10.0,61231.0,3868.0,,,1.3737687921202695,6.3170616191145,,Low Risk
Andaman and Nicobar Islands,2020-10-04,3868,53,3642,10.0,62103.0,3884.0,,,1.3702171664943121,6.254126209683912,,Low Risk
Andaman and Nicobar Islands,2020-10-05,3884,53,3649,16.0,63009.0,3899.0,,,1.364572605561277,6.188004888190576,,Low Risk
Andaman and Nicobar Islands,2020-10-06,3899,54,3659,15.0,63790.0,3912.0,,,1.3849705052577583,6.132622668129801,,Low Risk
Andaman and Nicobar Islands,2020-10-07,3912,54,3678,13.0,65111.0,3935.0,,,1.3803680981595092,6.043525671545515,,Low Risk
Andaman and Nicobar Islands,2020-10-08,3935,54,3696,23.0,66244.0,3952.0,,,1.372299872935197,5.965823319847835,,Low Risk
Andaman and Nicobar Islands,2020-10-09,3952,55,3707,17.0,67332.0,3976.0,,,1.3917004048582995,5.905067427077764,,Low Risk
Andaman and Nicobar Islands,2020-10-10,3976,55,3724,24.0,68464.0,3992.0,,,1.3832997987927567,5.830801589156345,,Low Risk
Andaman and Nicobar Islands,2020-10-11,3992,55,3744,16.0,69146.0,4005.0,,,1.377755511022044,5.792092094987418,,Low Risk
Andaman and Nicobar Islands,2020-10-12,4005,55,3764,13.0,69932.0,4023.0,,,1.373283395755306,5.7527312246182,,Low Risk
Andaman and Nicobar Islands,2020-10-13,4023,55,3770,18.0,70780.0,4036.0,,,1.3671389510315684,5.702175755863238,,Low Risk
Andaman and Nicobar Islands,2020-10-14,4036,55,3782,13.0,71624.0,4046.0,,,1.362735381565907,5.648944487881157,,Low Risk
Andaman and Nicobar Islands,2020-10-15,4046,55,3796,10.0,72525.0,4062.0,,,1.3593672763222935,5.600827300930714,,Low Risk
Andaman and Nicobar Islands,2020-10-16,4062,55,3817,16.0,73363.0,4072.0,,,1.3540128015755786,5.550481850524106,,Low Risk
Andaman and Nicobar Islands,2020-10-17,4072,56,3831,10.0,74277.0,4083.0,,,1.37524557956778,5.496990993174199,,Low Risk
Andaman and Nicobar Islands,2020-10-18,4083,56,3848,11.0,75030.0,4108.0,,,1.3715405339211364,5.475143276022925,,Low Risk
Andaman and Nicobar Islands,2020-10-19,4108,56,3868,25.0,75977.0,4126.0,,,1.3631937682570594,5.43059083670058,,Low Risk
Andaman and Nicobar Islands,2020-10-20,4126,56,3892,18.0,77200.0,4141.0,,,1.3572467280659235,5.3639896373057,,Low Risk
Andaman and Nicobar Islands,2020-10-21,4141,56,3902,15.0,78303.0,4168.0,,,1.3523303549867183,5.322912276668838,,Low Risk
Andaman and Nicobar Islands,2020-10-22,4168,56,3913,27.0,79301.0,4184.0,,,1.3435700575815739,5.2760999230778935,,Low Risk
Andaman and Nicobar Islands,2020-10-23,4184,57,3937,16.0,80768.0,4207.0,,,1.3623326959847037,5.208746038034865,,Low Risk
Andaman and Nicobar Islands,2020-10-24,4207,58,3945,23.0,81880.0,4225.0,,,1.3786546232469692,5.159990229604299,,Low Risk
Andaman and Nicobar Islands,2020-10-25,4225,58,3968,18.0,82626.0,4245.0,,,1.3727810650887575,5.137608016846997,,Low Risk
Andaman and Nicobar Islands,2020-10-26,4245,58,3983,20.0,83115.0,4253.0,,,1.3663133097762075,5.117006557179811,,Low Risk
Andaman and Nicobar Islands,2020-10-27,4253,58,3997,8.0,84308.0,4274.0,,,1.3637432400658358,5.069507045594724,,Low Risk
Andaman and Nicobar Islands,2020-10-28,4274,58,4019,21.0,85378.0,4289.0,,,1.357042583060365,5.02354236454356,,Low Risk
Andaman and Nicobar Islands,2020-10-29,4289,58,4039,15.0,86715.0,4305.0,,,1.3522965726276521,4.964539007092199,,Low Risk
Andaman and Nicobar Islands,2020-10-30,4305,59,4054,16.0,87789.0,4317.0,,,1.3704994192799071,4.917472576290879,,Low Risk
Andaman and Nicobar Islands,2020-10-31,4317,59,4076,12.0,88453.0,4332.0,,,1.3666898309010886,4.897516195041435,,Low Risk
Andaman and Nicobar Islands,2020-11-01,4332,59,4100,15.0,89559.0,4340.0,,,1.3619575253924285,4.8459674627898925,,Low Risk
Andaman and Nicobar Islands,2020-11-02,4340,60,4112,8.0,90901.0,4352.0,,,1.3824884792626728,4.787626098722787,,Low Risk
Andaman and Nicobar Islands,2020-11-03,4352,60,4132,12.0,92249.0,4372.0,,,1.3786764705882353,4.739346767986645,,Low Risk
Andaman and Nicobar Islands,2020-11-04,4372,60,4153,20.0,93406.0,4389.0,,,1.3723696248856359,4.6988416161702675,,Low Risk
Andaman and Nicobar Islands,2020-11-05,4389,60,4163,17.0,94639.0,4403.0,,,1.367053998632946,4.652416022992635,,Low Risk
